parts,x_coords,y_coords,z_coords,labels
LEFT_SHOULDER,0.5362296104431152,0.27354714274406433,-0.07222543656826019,WALL SIT ARM HOLD
RIGHT_SHOULDER,0.4320058822631836,0.29274114966392517,-0.048688508570194244,WALL SIT ARM HOLD
LEFT_ELBOW,0.5441791415214539,0.40235868096351624,-0.09381376206874847,WALL SIT ARM HOLD
LEFT_HIP,0.5144221782684326,0.5331460237503052,-0.0023411372676491737,WALL SIT ARM HOLD
RIGHT_HIP,0.4577903151512146,0.5362527370452881,0.0024657538160681725,WALL SIT ARM HOLD
LEFT_KNEE,0.5344638228416443,0.6407436728477478,-0.3053396940231323,WALL SIT ARM HOLD
RIGHT_KNEE,0.4398743510246277,0.6579800248146057,-0.2468777894973755,WALL SIT ARM HOLD
LEFT_ANKLE,0.5397836565971375,0.8691486120223999,-0.1790832281112671,WALL SIT ARM HOLD
RIGHT_ANKLE,0.4354371130466461,0.8648293614387512,-0.12818177044391632,WALL SIT ARM HOLD
LEFT_SHOULDER,0.5352853536605835,0.2736416459083557,-0.08364920318126678,WALL SIT ARM HOLD
RIGHT_SHOULDER,0.4320289194583893,0.2921648323535919,-0.06668400764465332,WALL SIT ARM HOLD
LEFT_ELBOW,0.5431942343711853,0.4028138518333435,-0.09176832437515259,WALL SIT ARM HOLD
LEFT_HIP,0.5161747932434082,0.5328077673912048,-0.001955237705260515,WALL SIT ARM HOLD
RIGHT_HIP,0.45911651849746704,0.5350483655929565,0.002049496863037348,WALL SIT ARM HOLD
LEFT_KNEE,0.5344772338867188,0.6508674621582031,-0.27513620257377625,WALL SIT ARM HOLD
RIGHT_KNEE,0.4400094449520111,0.6592395305633545,-0.26180487871170044,WALL SIT ARM HOLD
LEFT_ANKLE,0.5396227240562439,0.8697236776351929,-0.1272657960653305,WALL SIT ARM HOLD
RIGHT_ANKLE,0.43746209144592285,0.8646492958068848,-0.12371436506509781,WALL SIT ARM HOLD
LEFT_SHOULDER,0.5351216197013855,0.27562594413757324,-0.07274685800075531,WALL SIT ARM HOLD
RIGHT_SHOULDER,0.4320361018180847,0.2917931377887726,-0.06437087059020996,WALL SIT ARM HOLD
LEFT_ELBOW,0.5415331125259399,0.40551966428756714,-0.09622259438037872,WALL SIT ARM HOLD
LEFT_HIP,0.516205906867981,0.5320030450820923,0.0012996996520087123,WALL SIT ARM HOLD
RIGHT_HIP,0.4590933918952942,0.5325369834899902,-0.0011689572129398584,WALL SIT ARM HOLD
LEFT_KNEE,0.5345357060432434,0.649225652217865,-0.3026830852031708,WALL SIT ARM HOLD
RIGHT_KNEE,0.4407844543457031,0.6503135561943054,-0.30207210779190063,WALL SIT ARM HOLD
LEFT_ANKLE,0.5396103262901306,0.8651250004768372,-0.13006609678268433,WALL SIT ARM HOLD
RIGHT_ANKLE,0.43782734870910645,0.8605697751045227,-0.16690638661384583,WALL SIT ARM HOLD
LEFT_SHOULDER,0.5347400903701782,0.2750498950481415,-0.056496959179639816,WALL SIT ARM HOLD
RIGHT_SHOULDER,0.43206149339675903,0.2917904555797577,-0.05034829303622246,WALL SIT ARM HOLD
LEFT_ELBOW,0.5409197211265564,0.4065995216369629,-0.06912489980459213,WALL SIT ARM HOLD
RIGHT_ELBOW,0.41691669821739197,0.44057855010032654,-0.1263168752193451,WALL SIT ARM HOLD
LEFT_HIP,0.5163711309432983,0.5315322875976562,0.0014334309380501509,WALL SIT ARM HOLD
RIGHT_HIP,0.4590820372104645,0.5318365097045898,-0.0012643428053706884,WALL SIT ARM HOLD
LEFT_KNEE,0.5344253778457642,0.639151394367218,-0.3319726586341858,WALL SIT ARM HOLD
RIGHT_KNEE,0.4444948732852936,0.6268566846847534,-0.34154635667800903,WALL SIT ARM HOLD
LEFT_ANKLE,0.5398508310317993,0.8637966513633728,-0.21910801529884338,WALL SIT ARM HOLD
RIGHT_ANKLE,0.4398820400238037,0.8597227931022644,-0.24191029369831085,WALL SIT ARM HOLD
LEFT_SHOULDER,0.5343078374862671,0.2749152183532715,-0.05999814718961716,WALL SIT ARM HOLD
RIGHT_SHOULDER,0.43212494254112244,0.290915310382843,-0.05229271575808525,WALL SIT ARM HOLD
LEFT_ELBOW,0.5407224297523499,0.4060910940170288,-0.07064347714185715,WALL SIT ARM HOLD
RIGHT_ELBOW,0.4169350564479828,0.43828731775283813,-0.11051887273788452,WALL SIT ARM HOLD
LEFT_HIP,0.5169037580490112,0.5314679145812988,0.0016454404685646296,WALL SIT ARM HOLD
RIGHT_HIP,0.4594234526157379,0.531713604927063,-0.0014859390212222934,WALL SIT ARM HOLD
LEFT_KNEE,0.5341641902923584,0.6391924023628235,-0.31094464659690857,WALL SIT ARM HOLD
RIGHT_KNEE,0.444347620010376,0.6274802088737488,-0.3065958619117737,WALL SIT ARM HOLD
LEFT_ANKLE,0.5398164987564087,0.8657527565956116,-0.21469494700431824,WALL SIT ARM HOLD
RIGHT_ANKLE,0.4399241805076599,0.8594977259635925,-0.18877963721752167,WALL SIT ARM HOLD
LEFT_SHOULDER,0.5342990159988403,0.2735551595687866,-0.06578730046749115,WALL SIT ARM HOLD
RIGHT_SHOULDER,0.43212413787841797,0.29025498032569885,-0.059836409986019135,WALL SIT ARM HOLD
LEFT_ELBOW,0.5409556031227112,0.4057563245296478,-0.06584645807743073,WALL SIT ARM HOLD
RIGHT_ELBOW,0.41706037521362305,0.4385608732700348,-0.09554480761289597,WALL SIT ARM HOLD
LEFT_HIP,0.5168701410293579,0.5301347374916077,0.0019973318558186293,WALL SIT ARM HOLD
